path,label,gender,age_code,reason_code,sample_rate,channels,duration_sec
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877944-1.1-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\92d08bbe-553f-4844-85b1-15d572f06ea2-1436873211119-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.78
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\ae5f103b-5fee-442f-bb1b-d9d0570c46ab-1431533809819-1.7-m-26-hu.wav,hungry,m,26,hu,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\burping\7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232208-1.0-f-26-bu.wav,burping,f,26,bu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\discomfort\10A40438-09AA-4A21-83B4-8119F03F7A11-1430925142-1.0-f-26-dc.wav,discomfort,f,26,dc,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\tired\ca7d8d54-13cb-4060-8db4-90651b60c078-1434674792223-1.7-f-26-ti.wav,tired,f,26,ti,8000,1,6.78
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430058973897-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.62
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\B327333E-2DE2-4833-A75A-4C576208BED3-1430087429-1.0-f-48-hu.wav,hungry,f,48,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\burping\af30880e-5f98-4dc0-b37a-be6b21fa0ba3-1431240072536-1.7-m-26-bu.wav,burping,m,26,bu,8000,1,6.54
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\f896b69d-6241-4b51-9c45-0d628bc827c1-1430090400166-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.9
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\8c66887c-8251-49fa-903b-c02d56405f58-1436856065644-1.7-m-26-hu.wav,hungry,m,26,hu,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\discomfort\2294E2B2-8E36-4DA6-A898-B947CB9446AB-1436462707-1.1-m-26-dc.wav,discomfort,m,26,dc,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320909516-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053594259-1.7-m-26-hu.wav,hungry,m,26,hu,8000,1,6.74
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\40a4c760-facf-4911-b0a6-22eccc3ab18d-1430466176951-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,7.06
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\discomfort\7b0e160e-0505-459e-8ecb-304d7afae9d2-1437486974312-1.7-m-04-dc.wav,discomfort,m,4,dc,8000,1,6.9
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\42ec6f14-6ba6-457f-8a80-101ee201195c-1431345009828-1.7-m-22-hu.wav,hungry,m,22,hu,8000,1,7.06
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895742-1.0-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\22b43570-d440-475b-b2f1-e528c81081f7-1430663490095-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318416-1.0-m-04-hu.wav,hungry,m,4,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\bfbc4d23-39b2-4b33-b686-2f048f062b60-1430077722675-1.7-f-72-hu.wav,hungry,f,72,hu,8000,1,6.78
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770161530-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.94
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\discomfort\a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016981469-1.7-m-26-dc.wav,discomfort,m,26,dc,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\DCB33551-F9BA-4B4A-8DA1-A3107E1AD859-1430406483-1.0-m-04-hu.wav,hungry,m,4,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\9641D2D5-7D9F-41B2-8345-229AE9555FEC-1430022546-1.0-m-72-hu.wav,hungry,m,72,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\1259bcad-2308-46fa-9a36-b5d8f359886a-1430143617162-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.86
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\1445575b-80ad-477b-8e48-36194cac728e-1430244987914-1.7-f-48-hu.wav,hungry,f,48,hu,8000,1,6.78
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436982066128-1.7-f-04-hu.wav,hungry,f,4,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068167526-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.78
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\d6cda191-4962-4308-9a36-46d5648a95ed-1431882043380-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.84
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\0a983cd2-0078-4698-a048-99ac01eb167a-1433917038889-1.7-f-04-hu.wav,hungry,f,4,hu,8000,1,6.84
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\7A22229D-06C2-4AAA-9674-DE5DF1906B3A-1436891933-1.1-m-72-hu.wav,hungry,m,72,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\8C13A1F9-62CC-46AA-9192-BECE5CDD5CB0-1430249362-1.0-f-72-hu.wav,hungry,f,72,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877933-1.1-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122005544-1.7-m-26-hu.wav,hungry,m,26,hu,8000,1,6.86
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\7B924575-21FC-462A-969E-BABB46D1CBF5-1430055220-1.0-f-72-hu.wav,hungry,f,72,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\belly_pain\C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548333-1.0-f-26-bp.wav,belly_pain,f,26,bp,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\2F1C0515-EC8E-44C1-ABEA-E04EB475543A-1432143888-1.1-m-22-hu.wav,hungry,m,22,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\815af07e-4c31-4032-8bd1-dab6e60c879e-1433156423585-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\discomfort\d6cda191-4962-4308-9a36-46d5648a95ed-1431161889263-1.7-m-04-dc.wav,discomfort,m,4,dc,8000,1,6.84
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\c10e2b0f-0cb8-4485-b82f-d453edf97db7-1430738986076-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,6.88
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\afa44e7f-4187-4f1c-9437-b49ba75f542e-1430629785235-1.7-f-04-hu.wav,hungry,f,4,hu,8000,1,6.94
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\30c2cee4-b682-4dcb-86b9-7fa6f36f1b66-1430728411287-1.7-f-72-hu.wav,hungry,f,72,hu,8000,1,6.94
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\602b06a7-31f0-4370-b35a-9cc81d205958-1430739585531-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430045366784-1.7-f-04-hu.wav,hungry,f,4,hu,8000,1,6.64
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\discomfort\837fd072-8704-4196-9ff1-1d2c07886e55-1432429478471-1.7-m-22-dc.wav,discomfort,m,22,dc,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\789d2553-cbf2-4911-91e4-fb228d231238-1430818517787-1.7-m-26-hu.wav,hungry,m,26,hu,8000,1,6.64
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\10A40438-09AA-4A21-83B4-8119F03F7A11-1430925172-1.0-f-26-hu.wav,hungry,f,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047362195-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\719bb382-a592-46b7-82d2-8b4a625263b7-1430376267895-1.7-m-48-hu.wav,hungry,m,48,hu,8000,1,6.86
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651019625-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,7.06
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\F1AF5794-AD3B-4181-B010-AB835E5BDA64-1430441342-1.0-m-72-hu.wav,hungry,m,72,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\f896b69d-6241-4b51-9c45-0d628bc827c1-1430090255303-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138506-1.0-m-72-bp.wav,belly_pain,m,72,bp,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\F2F97740-D638-4B6F-9E09-3AC65F06B448-1436849313-1.1-f-48-hu.wav,hungry,f,48,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436988612387-1.7-f-04-hu.wav,hungry,f,4,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\bb2bdafb-0477-4be4-8c41-1a6192e8c6d4-1430637640279-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.66
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736533767-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\40a4c760-facf-4911-b0a6-22eccc3ab18d-1430477717469-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,7.06
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770144865-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\64acb345-a61e-4ef3-a5a6-cf83c04b83f1-1430045478300-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.66
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\96986c8b-9988-4c37-a0f8-e7c4269cc3ac-1431719845836-1.7-m-26-hu.wav,hungry,m,26,hu,8000,1,6.72
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846870-1.1-f-26-hu.wav,hungry,f,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\7b23d26e-6f97-4e8b-b520-a9fdde21ee91-1432275312750-1.7-m-48-hu.wav,hungry,m,48,hu,8000,1,6.94
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877953-1.1-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\FF482278-24C9-4FB0-A7BE-FD92D1FE17B4-1430028319-1.0-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430727806162-1.7-f-72-hu.wav,hungry,f,72,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738652322-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.92
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\70d30513-0ec3-49e4-9976-e85785e85c2d-1431033405793-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.96
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430146536552-1.7-m-26-hu.wav,hungry,m,26,hu,8000,1,6.86
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\belly_pain\999bf14b-e417-4b44-b746-9253f81efe38-1430974001343-1.7-m-26-bp.wav,belly_pain,m,26,bp,8000,1,6.9
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\4CD5903D-E2CE-401E-B898-D873C763F44B-1430727653-1.0-m-26-hu.wav,hungry,m,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\discomfort\79FF400A-97E2-4701-987D-C7C850D5523C-1430089621-1.0-f-48-dc.wav,discomfort,f,48,dc,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\burping\AEA8AE04-D00E-48A7-8A0B-6D87E2175121-1430563241-1.0-f-72-bu.wav,burping,f,72,bu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\belly_pain\643D64AD-B711-469A-AF69-55C0D5D3E30F-1430138591-1.0-m-72-bp.wav,belly_pain,m,72,bp,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860028-1.1-f-26-hu.wav,hungry,f,26,hu,8000,1,7.0
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\70d30513-0ec3-49e4-9976-e85785e85c2d-1431033390358-1.7-m-04-hu.wav,hungry,m,4,hu,8000,1,6.94
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\bb2bdafb-0477-4be4-8c41-1a6192e8c6d4-1430637736064-1.7-m-72-hu.wav,hungry,m,72,hu,8000,1,6.66
D:\IISc\sem2\EdgeAI\Project\proj-v2\donateacry-corpus-master\donateacry_corpus_cleaned_and_updated_data\hungry\8c2a1f03-07f4-4aee-a73f-bc57beb2b600-1430761324670-1.7-f-26-hu.wav,hungry,f,26,hu,8000,1,6.64
